Account_Balance,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Age,Transaction_Distance,Risk_Score,Is_Weekend,Fraud_Label,Timestamp_month,Timestamp_day,Timestamp_hour,Transaction_Amount_boxcox
0.3172724208236069,0,0,0.3076923076923077,0.20969387755102042,1.0,0.592436974789916,0.734863031233999,0.36673667366736673,0,1,0.2727272727272727,0.4,0.6956521739130435,0.4244435610280679
0.9493843360423471,0,0,0.5384615384615385,0.3876530612244898,0.25,0.13025210084033612,0.15935819892473116,0.4865486548654865,0,0,0.1818181818181818,0.8666666666666667,0.21739130434782608,0.5772245189414695
0.39050313445187446,0,0,0.4615384615384616,0.4586734693877551,0.5,0.8487394957983193,0.45724526369687657,0.296029602960296,1,0,0.7272727272727273,0.8666666666666667,1.0,0.2545201138117725
0.4586902017398232,0,0,0.5384615384615385,0.6836326530612246,0.5,0.5714285714285714,0.985009040578597,0.3361336133613361,0,0,0.7272727272727273,0.3,0.5652173913043478,0.4905437546905589
0.5251400387507379,0,0,0.38461538461538464,0.9117755102040817,0.25,0.029411764705882353,0.984885032642089,0.0803080308030803,0,0,0.0,0.4,0.2608695652173913,0.3078024990731624
0.1500855398720731,0,0,0.07692307692307693,0.6752448979591837,0.25,0.819327731092437,0.313238047235023,0.6412641264126412,0,0,0.09090909090909091,0.3,0.043478260869565216,0.5513650797822701
0.5017588388688514,0,0,0.23076923076923078,0.7982244897959184,0.75,0.046218487394957986,0.08601350486431131,0.43534353435343537,0,0,0.5454545454545454,0.8,0.043478260869565216,0.6183468607057978
0.9285685282820284,0,0,1.0000000000000002,0.29775510204081634,0.25,0.48739495798319327,0.47570044482846896,0.5595559555955595,0,0,0.4545454545454545,0.26666666666666666,0.34782608695652173,0.4854803023160101
0.7498931128493128,0,0,0.6923076923076923,0.0003877551020408168,0.0,0.7647058823529411,0.6651705709165386,0.9627962796279627,0,1,0.0,0.3333333333333333,0.9130434782608695,0.5306067387502769
0.2501191487702299,0,0,0.23076923076923078,0.5419795918367347,0.0,0.5168067226890756,0.21530377944188428,0.6213621362136212,1,0,0.36363636363636365,0.9999999999999999,0.6956521739130435,0.32812181111277283
0.5317494537046472,0,0,0.3076923076923077,0.6056530612244898,0.5,0.5882352941176471,0.14788946492575522,0.8096809680968096,0,0,0.9999999999999999,0.3666666666666667,0.3913043478260869,0.4034778006905376
0.5749099524751685,0,0,0.23076923076923078,0.9793469387755103,0.0,0.7941176470588235,0.28608030913978494,0.1698169816981698,1,0,0.9999999999999999,0.3,0.30434782608695654,0.19080457714606816
0.3628426293495331,0,0,0.07692307692307693,0.27124489795918366,1.0,0.9705882352941176,0.46573980734767023,0.0379037903790379,0,1,0.36363636363636365,0.06666666666666668,0.34782608695652173,0.22380463144250068
0.3959415647394416,0,1,0.4615384615384616,0.9595714285714286,0.0,0.9957983193277311,0.8679755504352279,0.6508650865086508,0,0,0.6363636363636364,0.9,0.6521739130434783,0.4875534812219878
0.8839443740573878,0,0,0.6923076923076923,0.2459183673469388,0.75,0.6176470588235294,0.3737379192268305,0.2337233723372337,0,0,0.7272727272727273,0.9333333333333333,0.3913043478260869,0.2852300756342266
0.027961819326845123,0,0,0.3076923076923077,0.4338979591836735,1.0,0.9789915966386554,0.374189948156682,0.7416741674167416,1,1,0.0,0.9,0.21739130434782608,0.33017805113999665
0.07037194718337533,0,1,0.6153846153846154,0.9207142857142857,0.75,0.1134453781512605,0.5179011456733231,0.8008800880088007,1,0,0.0,0.4,0.5652173913043478,0.5029535040669258
0.953997921152962,0,0,0.6923076923076923,0.17708163265306123,0.75,0.819327731092437,0.1855698764720942,0.46824682468246825,0,0,0.6363636363636364,0.6333333333333333,0.8260869565217391,0.6821320217303384
0.7173021301247287,0,0,0.38461538461538464,0.6888979591836735,0.25,0.46638655462184875,0.9825288818484382,0.28132813281328134,1,0,0.5454545454545454,0.4,0.4782608695652174,0.38931739002122495
0.8101649027020387,0,0,0.15384615384615385,0.44214285714285717,0.25,0.31512605042016806,0.076036866359447,0.39303930393039305,0,0,0.1818181818181818,0.3666666666666667,0.13043478260869565,0.429202204802996
0.7324598034964911,0,0,0.6153846153846154,0.5338775510204082,0.25,0.20588235294117646,0.038416458653353816,0.7656765676567656,0,0,0.0,0.06666666666666668,1.0,0.311526924245511
0.6546952052846373,0,0,0.8461538461538463,0.2515714285714286,0.0,0.9453781512605042,0.011312724014336919,0.9937993799379937,0,1,0.9999999999999999,0.9666666666666667,0.4782608695652174,0.36780947107424283
0.20688447725198209,0,1,0.6923076923076923,0.9866122448979593,0.0,0.5672268907563025,0.5458589349718382,0.5115511551155115,0,0,0.6363636363636364,0.7,0.043478260869565216,0.5915832449003295
0.5942536623547977,0,0,0.6153846153846154,0.8472244897959184,0.25,0.861344537815126,0.7230802771377368,0.0091009100910091,1,0,0.6363636363636364,0.6666666666666666,0.9130434782608695,0.19546694991755342
0.3407786490227991,0,0,0.7692307692307694,0.5413061224489797,0.5,0.9201680672268907,0.7561103910650282,0.2992299229922992,0,0,0.7272727272727273,0.5333333333333333,0.17391304347826086,0.5049635734125121
0.7070627732607443,0,1,0.3076923076923077,0.996061224489796,0.0,0.5042016806722689,0.3817304307475678,0.5757575757575757,0,0,0.7272727272727273,0.8333333333333334,0.7826086956521738,0.46939812158157657
0.7835392983901296,0,0,0.4615384615384616,0.4398979591836735,1.0,0.7394957983193278,0.05142929147465437,0.40684068406840684,0,1,0.5454545454545454,0.8666666666666667,0.08695652173913043,0.5005123188134102
0.7574799396889125,0,1,0.4615384615384616,0.5089183673469388,0.75,0.2394957983193277,0.13641273041474652,0.1755175517551755,0,0,0.2727272727272727,0.13333333333333333,0.5652173913043478,0.4123450877319078
0.6997871101433141,1,0,0.5384615384615385,0.020836734693877555,1.0,0.17226890756302518,0.45732326868919604,0.6123612361236124,1,1,0.4545454545454545,0.6666666666666666,0.2608695652173913,0.6568423177805409
0.8976294470230696,0,0,0.15384615384615385,0.4725102040816327,0.0,0.1260504201680672,0.5008300531233999,0.8652865286528652,1,1,0.7272727272727273,0.5,0.7391304347826086,0.4000655368260396
0.41769880356744776,0,0,0.0,0.9252040816326532,1.0,0.09243697478991596,0.8807743695596518,0.2125212521252125,0,1,0.36363636363636365,0.6333333333333333,0.8695652173913043,0.18531112930034144
0.03988855594906643,0,0,1.0000000000000002,0.7768775510204082,0.0,0.7310924369747899,0.2590365783410138,0.6483648364836483,1,0,0.8181818181818182,0.7666666666666667,0.2608695652173913,0.3344338920167032
0.5795353971850135,0,0,0.3076923076923077,0.34871428571428575,0.75,0.5756302521008403,0.2942268305171531,0.8734873487348734,0,1,0.09090909090909091,0.9,0.9130434782608695,0.12104175783898323
0.756047139293807,0,0,0.9230769230769231,0.9566530612244899,1.0,0.7773109243697479,0.4406502016129032,0.0958095809580958,0,1,0.4545454545454545,0.2,0.17391304347826086,0.04735158379739274
0.8827012267448835,0,0,0.9230769230769231,0.9882244897959185,0.75,0.3739495798319328,0.36786554339477723,0.2919291929192919,0,0,0.09090909090909091,0.7666666666666667,0.8260869565217391,0.42910923010058233
0.33831295793882576,0,1,0.9230769230769231,0.8259591836734695,0.0,0.9369747899159664,0.8736279121863798,0.88008800880088,0,1,0.9999999999999999,0.3,0.8695652173913043,0.3836390116609302
0.5183478050595461,0,0,0.0,0.5886938775510204,1.0,0.24789915966386553,0.7835821492575524,0.48694869486948694,0,1,0.8181818181818182,0.7666666666666667,0.043478260869565216,0.4879629804071259
0.7133673563124123,0,0,0.6153846153846154,0.8662653061224491,0.5,0.9789915966386554,0.9901833717357912,0.0687068706870687,0,0,0.36363636363636365,0.43333333333333335,0.6086956521739131,0.07971867937632887
0.8566729241128365,0,0,0.8461538461538463,0.9769591836734695,1.0,0.33613445378151263,0.8931971646185355,0.2201220122012201,0,1,0.9999999999999999,0.03333333333333333,0.4782608695652174,0.6440582674852259
0.017484064417322812,0,0,0.07692307692307693,0.19277551020408165,0.0,0.4369747899159664,0.9683219726062469,0.9664966496649664,0,1,0.9090909090909091,0.6,0.21739130434782608,0.2888949753660176
0.1825718968102301,0,0,0.6923076923076923,0.9175102040816326,0.5,0.4621848739495798,0.5538234447004609,0.2424242424242424,0,0,0.5454545454545454,0.8333333333333334,0.8695652173913043,0.7191500895945375
0.6181717603645358,0,0,0.7692307692307694,0.9796122448979592,0.25,0.13865546218487393,0.35132048451100867,0.4148414841484148,0,0,0.36363636363636365,0.3666666666666667,0.6521739130434783,0.5633307209671103
0.4526937672579782,0,0,0.23076923076923078,0.7719387755102042,1.0,0.31932773109243695,0.6407230062724014,0.44934493449344937,0,1,0.8181818181818182,0.6333333333333333,0.2608695652173913,0.4852519205644918
0.4290201981035495,0,0,0.38461538461538464,0.07544897959183675,0.25,0.7605042016806722,0.12704213069636455,0.7894789478947893,0,0,0.8181818181818182,0.5666666666666667,0.4782608695652174,0.4069148248105189
0.8113526717164437,0,0,0.15384615384615385,0.15753061224489798,0.0,0.21008403361344535,0.033362135176651306,0.6614661466146614,0,0,0.1818181818181818,0.9333333333333333,0.17391304347826086,0.21888133632294646
0.030192127517627083,0,0,0.38461538461538464,0.061387755102040815,0.25,0.2773109243697479,0.4912874423963134,0.7733773377337733,1,0,0.2727272727272727,0.8333333333333334,0.7391304347826086,0.30650617956721676
0.4141466525879152,0,0,0.6923076923076923,0.1662244897959184,0.5,0.5252100840336135,0.8548687115975422,0.49584958495849585,0,0,0.9999999999999999,0.6,0.7391304347826086,0.29392861469928994
0.7042213941943843,0,0,0.07692307692307693,0.9415102040816327,0.75,0.5672268907563025,0.4001696108550947,0.4061406140614061,0,0,0.4545454545454545,0.5333333333333333,0.5652173913043478,0.591345936779165
0.6146607159619953,0,0,0.6153846153846154,0.08732653061224491,0.75,0.21428571428571427,0.7654189868151562,0.3111311131113111,0,0,0.9999999999999999,0.7,0.8260869565217391,0.23734289448761975
0.413704932769138,0,0,0.6153846153846154,0.666734693877551,0.25,0.4831932773109244,0.3339273713517665,0.709070907090709,0,0,0.6363636363636364,0.9666666666666667,0.8695652173913043,0.40229026629171044
0.18984474578547028,0,0,0.07692307692307693,0.8855102040816326,0.75,0.861344537815126,0.5159770225294419,0.4602460246024602,1,0,0.1818181818181818,0.4,0.2608695652173913,0.4485473111710967
0.2045779862119093,0,1,0.3076923076923077,0.5611428571428572,0.25,0.7605042016806722,0.4400281618023553,0.42764276427642767,0,0,0.8181818181818182,0.16666666666666669,0.2608695652173913,0.1447107260018191
0.264235489026554,0,0,0.9230769230769231,0.5027755102040817,0.25,0.4411764705882353,0.9579533090117768,0.8299829982998298,1,0,0.4545454545454545,0.6333333333333333,0.17391304347826086,0.5307588803481865
0.11072322851256704,0,0,0.9230769230769231,0.8137346938775512,0.0,0.5630252100840336,0.7688072036610343,0.9934993499349934,1,1,0.36363636363636365,0.1,0.9130434782608695,0.29069654322780003
0.8608473020316296,0,0,0.07692307692307693,0.6203877551020409,0.5,0.5,0.5107306867639528,0.32583258325832587,0,0,0.8181818181818182,0.1,0.34782608695652173,0.5371870884211529
0.9965403136924298,0,0,0.7692307692307694,0.6048979591836735,0.0,0.6218487394957983,0.7777737775217614,0.093009300930093,0,0,0.9090909090909091,0.26666666666666666,0.9565217391304348,0.3367205424712984
0.30099431683984695,0,0,1.0000000000000002,0.2361632653061225,1.0,0.7184873949579832,0.8499083941372249,0.9111911191119111,0,1,0.9999999999999999,0.9999999999999999,0.7826086956521738,0.22577558113168225
0.5506237043639103,0,0,0.15384615384615385,0.4972244897959184,1.0,0.20588235294117646,0.1625884056579621,0.1113111311131113,0,1,0.9999999999999999,0.1,0.34782608695652173,0.23362843963559132
0.7731119970298738,0,0,0.6923076923076923,0.3834489795918367,0.25,0.06722689075630252,0.7390873015873015,0.47514751475147515,0,0,0.5454545454545454,0.16666666666666669,0.9565217391304348,0.3916682516804146
0.041681767554669236,0,0,1.0000000000000002,0.2105918367346939,0.5,0.8529411764705882,0.9117003488223246,0.25682568256825683,0,0,0.2727272727272727,0.8,0.2608695652173913,0.4594527483615928
0.49967506708211434,0,0,0.38461538461538464,0.5561224489795918,0.5,0.0,0.9282774097542242,0.27802780278027805,0,0,0.36363636363636365,0.5,0.6521739130434783,0.38712148399629864
0.7292921849462286,0,0,0.15384615384615385,0.07014285714285715,1.0,0.11764705882352941,0.7805939580133128,0.2434243424342434,0,1,0.1818181818181818,0.8666666666666667,0.2608695652173913,0.49713910180036297
